"trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","ID","age","dob","marital","natlang","olang","gender","ethnicity","mental_check","educ_l","educ_c","mental","mentdrug","mentpos","sesparent","sesstudent","sesladder","sescurrency","educ_hs","educ_ce","s1self","chosenbody","s1selfjudge","s2selfjudge","s2self","sspc_01","sspc_02","pas_01","pas_02","pas_03","pas_04","pas_05","pas_06","pas_07","pas_08","pas_09","pas_10","pas_11","pas_12","pas_13","pas_14","contact_01","contact_02","contact_03","contact_04","contact_05","contact_06","contact_07","contact_08","contact_09","idnd_01","idnd_02","idnd_03","idnd_04","idnd_05","idnd_06","idnd_07","idnd_08","catch_01","adig_01","adig_02","adig_03","plcs_01","plcs_02","plcs_03","plcs_04","plcs_05","plcs_06","plcs_07","plcs_08","plcs_09","plcs_10","plcs_11","plcs_12","catch_02","wwwp_01","wwwp_02","wwwp_03","wwwp_04","wwwp_05","wwwp_06","wwwp_07","wwwp_08","wwwp_09","lsns_fam_1","lsns_fam_2","lsns_fam_3","lsns_fri_1","lsns_fri_2","lsns_fri_3","debrief","rt","url","success","view_history","responses","question_order","final_value","start_value","stimulus","key_press","trial","block","freq"
"html-keyboard-response","77","2076155","0.0-11.0-1.21","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","677.0499999984168","","","","","","","","<div style=""font-size:60px;"">?</div>","65","22","1","0.5"
"image-keyboard-response","78","2077162","0.0-11.0-0.22","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","null","","","","","","","","stim/T230.jpg","null","","",""
"html-keyboard-response","79","2077594","0.0-11.0-1.22","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","431.6350000007078","","","","","","","","<div style=""font-size:60px;"">?</div>","76","23","1","0.5"
"image-keyboard-response","80","2078605","0.0-11.0-0.23","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","null","","","","","","","","stim/T180.jpg","null","","",""
"html-keyboard-response","81","2079007","0.0-11.0-1.23","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","401.6399999964051","","","","","","","","<div style=""font-size:60px;"">?</div>","76","24","1","0.5"
"image-keyboard-response","82","2080018","0.0-11.0-0.24","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","null","","","","","","","","stim/H090.jpg","null","","",""
"html-keyboard-response","83","2080465","0.0-11.0-1.24","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","446.0799999940209","","","","","","","","<div style=""font-size:60px;"">?</div>","65","25","1","0.5"
"image-keyboard-response","84","2081471","0.0-11.0-0.25","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","null","","","","","","","","stim/T230.jpg","null","","",""
"html-keyboard-response","85","2081892","0.0-11.0-1.25","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","420.0750000018161","","","","","","","","<div style=""font-size:60px;"">?</div>","76","26","1","0.5"
"image-keyboard-response","86","2082895","0.0-11.0-0.26","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","null","","","","","","","","stim/T050.jpg","null","","",""
"html-keyboard-response","87","2083409","0.0-11.0-1.26","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","513.1000000108033","","","","","","","","<div style=""font-size:60px;"">?</div>","76","27","1","0.5"
"image-keyboard-response","88","2084412","0.0-11.0-0.27","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","null","","","","","","","","stim/H130.jpg","null","","",""
"html-keyboard-response","89","2084831","0.0-11.0-1.27","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","418.3749999939464","","","","","","","","<div style=""font-size:60px;"">?</div>","65","28","1","0.5"
"image-keyboard-response","90","2085842","0.0-11.0-0.28","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","null","","","","","","","","stim/T160.jpg","null","","",""
"html-keyboard-response","91","2086274","0.0-11.0-1.28","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","431.45499999797903","","","","","","","","<div style=""font-size:60px;"">?</div>","76","29","1","0.5"
"image-keyboard-response","92","2087285","0.0-11.0-0.29","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","null","","","","","","","","stim/T220.jpg","null","","",""
"html-keyboard-response","93","2087750","0.0-11.0-1.29","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","463.2299999939278","","","","","","","","<div style=""font-size:60px;"">?</div>","76","30","1","0.5"
"image-keyboard-response","94","2088760","0.0-11.0-0.30","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","null","","","","","","","","stim/T090.jpg","null","","",""
"html-keyboard-response","95","2089223","0.0-11.0-1.30","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","462.1049999985844","","","","","","","","<div style=""font-size:60px;"">?</div>","76","31","1","0.5"
"image-keyboard-response","96","2090231","0.0-11.0-0.31","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","null","","","","","","","","stim/H120.jpg","null","","",""
"html-keyboard-response","97","2090656","0.0-11.0-1.31","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","423.744999992894","","","","","","","","<div style=""font-size:60px;"">?</div>","65","32","1","0.5"
"image-keyboard-response","98","2091667","0.0-11.0-0.32","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","null","","","","","","","","stim/T190.jpg","null","","",""
"html-keyboard-response","99","2092044","0.0-11.0-1.32","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","376.0349999938626","","","","","","","","<div style=""font-size:60px;"">?</div>","76","33","1","0.5"
"image-keyboard-response","100","2093055","0.0-11.0-0.33","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","null","","","","","","","","stim/T300.jpg","null","","",""
"html-keyboard-response","101","2093459","0.0-11.0-1.33","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","403.6199999973178","","","","","","","","<div style=""font-size:60px;"">?</div>","76","34","1","0.5"
"image-keyboard-response","102","2094470","0.0-11.0-0.34","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","null","","","","","","","","stim/H180.jpg","null","","",""
"html-keyboard-response","103","2094871","0.0-11.0-1.34","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","399.6950000000652","","","","","","","","<div style=""font-size:60px;"">?</div>","65","35","1","0.5"
"image-keyboard-response","104","2095882","0.0-11.0-0.35","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","null","","","","","","","","stim/H140.jpg","null","","",""
"html-keyboard-response","105","2096287","0.0-11.0-1.35","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","405.0900000000838","","","","","","","","<div style=""font-size:60px;"">?</div>","65","36","1","0.5"
"image-keyboard-response","106","2097296","0.0-11.0-0.36","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","null","","","","","","","","stim/H210.jpg","null","","",""
"html-keyboard-response","107","2097728","0.0-11.0-1.36","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","430.8349999918137","","","","","","","","<div style=""font-size:60px;"">?</div>","65","37","1","0.5"
"image-keyboard-response","108","2098737","0.0-11.0-0.37","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","null","","","","","","","","stim/H010.jpg","null","","",""
"html-keyboard-response","109","2099183","0.0-11.0-1.37","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","444.63500000722706","","","","","","","","<div style=""font-size:60px;"">?</div>","76","38","1","0.5"
"image-keyboard-response","110","2100184","0.0-11.0-0.38","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","null","","","","","","","","stim/H030.jpg","null","","",""
"html-keyboard-response","111","2100670","0.0-11.0-1.38","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","484.3399999951944","","","","","","","","<div style=""font-size:60px;"">?</div>","76","39","1","0.5"
"image-keyboard-response","112","2101681","0.0-11.0-0.39","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","null","","","","","","","","stim/H270.jpg","null","","",""
"html-keyboard-response","113","2102083","0.0-11.0-1.39","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","401.16500000306405","","","","","","","","<div style=""font-size:60px;"">?</div>","65","40","1","0.5"
"image-keyboard-response","114","2103087","0.0-11.0-0.40","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","null","","","","","","","","stim/H110.jpg","null","","",""
"html-keyboard-response","115","2103635","0.0-11.0-1.40","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","546.7750000096858","","","","","","","","<div style=""font-size:60px;"">?</div>","76","41","1","0.5"
"image-keyboard-response","116","2104641","0.0-11.0-0.41","smf47cdyeys378j","0","1","21","09/1999","Single","English","French, Italian, Spanish","Female","White or Caucasian","No","CEGEP, non-university college, trade school or equivalent","Yes, Undergraduate studies","N/A","N/A","N/A","9","2","6","0","0","0","0.5","stim/N000.jpg","65","76","0.816666674","3","1","4","","2","2","3","3","2","2","3","3","0","1","1","3","1","5","1","5","5","1","0","0","0","5","1","2","4","4","0","3","5","5","3","1","4","0","5","2","1","3","0","5","2","3","4","5","6","1","5","5","5","5","6","4","5","6","5","3","2","3","4","2","3","agree","null","","","","","","","","stim/H200.jpg","null","","",""
